STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,[gi,CAgi,CAgi;0,VACAgi;0,0,,Georgetown Intrusive Suite,Cambrian,"Georgetown Intrusive Suite - Tonalite, quartz gabbro, quartz diorite, metapyroxenite, and hornblendite.",,"Western Piedmont, Northern.From expanded explanation (ref. VA002):Georgetown Intrusive Suite (Flemming and others, in press). Tonalite, quartz gabbro, quartz diorite, metapyroxenite, and hornblendite. Tonalite, medium- to coarse-grained,massive to strongly-foliated, biotite-, biotite-hornblende-, and garnet-biotite-hornblende-bearing; color index 20 to 40; contains abundant mafic inclusions. Quartz gabbro and quartz diorite, mostly medium- to coarse-grained quartz-augite-hornblende metagabbro, lesser quartz diorite, and much lesser quartz norite; commonly contains thin cumulus layers of metapyroxenite and augite-hornblende fels. Forms small to medium-sized layered sills and localized border zones of tonalite plutons.Metapyroxenite and hornblendite, dark-green to black, massive to well-foliated, medium- to coarse-grained; includes serpentinite, soapstone, and talc schist. Forms small pods andxenolith swarms within or along the borders of larger tonalite and quartz gabbro plutons.",VA003,tonalite,gabbro,greenstone; hornblendite,VA001VA002 VA003
VA,[i,CAi,CAi;0,VACAi;0,0,,Indian Run Formation,Cambrian,Indian Run Formation - Metasedimentary melange,,"Western Piedmont, Northern.From expanded explanation (ref. VA002):Indian Run Formation (Drake, 1985). Poorly- to well foliated metasedimentary melange consisting of a medium grained quartz-plagioclase-muscovite-biotite-chlorite-garnet matrix containing quartz ""eyes"" and a heterogeneous suite of olistoliths. These include: foliated Accotink Schist and Lake Barcroft Metasandstone, and foliated ultramafic,metagabbroic, and felsic and mafic metavolcanic rocks. The Indian Run predates Occoquan Granite.	",VA003,melange,,,VA001 VA002VA003
VA,[l,CAl,CAl;0,VACAl;0,0,,Lunga Reservoir Formation,Cambrian,Lunga Reservoir Formation - Metadiamictite.,,"Western Piedmont, Northern.From expanded explanation (ref. VA002):Lunga Reservoir Formation (Pavlides, 1989; 1990). Metadiamictite, characterized by a nonstratified, micaceous quartzofeldspathic matrix resembling a granitoid, containing rounded to subrounded silt- to sand-sized quartz and plagioclase grains, fine-grained and porphyroblastic muscovite, green porphyroblastic biotite, garnet and magnetite. Granule-, pebble-, and cobble-sized lumps of milky quartz are ubiquitous; mica schist and gneiss clasts are common; calc-silicate clasts are rare. Pebble-, cobble-, and boulder-sized fragments of mafic and ultramafic rock are sparsely distributed in the southern part of the outcrop belt, but are locally abundant in the north. Locally along the contact with the Chopawamsic Formation, the Lunga Resevoir contains exotic fragments similar to lithologies found in the Chopawamsic. The Lunga Resevoir is intruded by Occoquan Granite.",VA003,metasedimentary rock,meta-conglomerate,,VA001 VA002VA003
VA,[lw,CAlw,CAlw;0,VACAlw;0,0,,Leatherwood Granite,Cambrian,Leatherwood Granite - Granite,,"Western Piedmont, Southwest and Central.From expanded explanation (Ref. VA002):Leatherwood Granite (Jonas, 1928; Pegeau, 1932; Conley, 1985). Light-gray, medium- to coarse-grained, porphyritic biotite granite generally shows rapakivi texture. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + muscovite + epidote + apatite + titanite + zircon + mag ne tite. Geophysical signature: positive radiometric, negativemagnetic. The major part of the Leatherwood occurs as sheets at the top of the Martinsville igneous complex. Leatherwood Granite and associated Rich Acres gabbro are cut by dikes of dark-gray, coarse-grained, porphyritic olivine norite. The Leatherwood was dated at 450 Ma (U-Pb zircon; Rankin, 1975); 464ñ20 Ma (Rb-Sr whole-rock, Odom and Russell, 1975); and 516 Ma (U-Pb zircon; Sinha and others, 1989).",VA003,granite,,,VA001 VA002VA003
VA,[m,CAm,CAm;0,VACAm;0,0,,Melrose Granite,Cambrian,Melrose Granite - Granite,,"Western Piedmont, Southwest and Central.From expanded explanation (ref. VA002): Melrose granite. Light-greenish-gray to pink-banded, massive, medium- to coarse-grained biotite granite; ranges in composition from quartz monzonite to quartz diorite. Fabric shows a southeastward progression from protomylonite to mylonite to ultramylonite where the unit is cut by the Brookneal shear zone (Gates and others, 1986). Mineralogy: quartz + plagioclase + potassium feldspar + biotite + muscovite + chlorite + epidote + titanite + garnet + mag ne tite-ilmenite + calcite + zircon (Gates, 1981). Geophysical signature: positive radiometric, negative magnetic. The Melrose has been dated at 515 Ma (U-Pb zircon; Sinha and others, 1989).",VA003,granite,quartz monzonite,quartz diorite,VA001 VA002VA003
VA,[mv,CAmv,CAmv;0,VACAmv;0,0,,"Interlayered Mafic and Felsic Metavolcanic Rocks - Amphibolite, hornblende-biotite gneiss, and schist.",Cambrian,"Interlayered Mafic and Felsic Metavolcanic Rocks - Amphibolite, hornblende-biotite gneiss, and schist.",,"Central Virginia Volcanic-Plutonic Beltupdate from expanded explanation (Karen Hostettler).From expanded explanation (ref. VA002):Heterogenous layered assemblage correlates with the Chopawamsic Formation and Ta River Metamorphic Suite, on strike to the northeast, and in traceable into the Milton beltin North Carolina (Geologic Map of North Carolina, 1985).Amphibolite, hornblende-biotite gneiss and schist. Black to moderate-olive-brown, medium- to coarse-grained, lineated and foliated; light-greenish-gray quartz-epidote stringers are common. Mineralogy: hornblende + tremolite-actinolite + oligoclase + biotite + epidote + garnet. Includes Blackwater Creek Gneiss and Catawba Creekamphibolite member of Hyco Formation of Baird (1989), hornblende gneiss of LeGrand (1960), gneiss unit of Kreisa (1980), and dominantly mafic-composition units mapped by Nelson (1992). Amphibolite is interlayered with biotite gneiss, as discussed above.",VA003,amphibolite,biotite gneiss,schist,VA001 VA002VA003
VA,[mvs,CAmvs,CAmvs;0,VACAmvs;0,0,,Metavolcanic and Metasedimentary Rocks - Greenstone or amphibole gneiss.,Cambrian,Metavolcanic and Metasedimentary Rocks - Greenstone or amphibole gneiss.,,"Western Piedmont, Central. From expanded explanation (ref. VA002):Greenstone or amphibole gneiss. Includes dark- to dusky-green, schistose actinolite-chlorite metabasalt with epidote- quartz segregations; and, layered hornblende-plagioclase gneiss. These lithologies are interlayered with subordinate amounts of dacitic metatuff, quartz-muscovite schist, and fine-grained salt-and-pepper biotite-muscovite gneiss.",VA003,greenstone,gneiss,,VA001 VA002VA003
VA,[nhk,CAnhk,CAnhk;0,VACAnhk;0,0,,Nolichucky and Honaker Formations,Cambrian,Nolichucky and Honaker Formations - Dolomitic shale; dolomite and minor chert.,,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002):Nolichucky and Honaker Formations. Nolichucky Formation. Refer to description under [nmrr.Honaker Formation (Campbell, 1897). Dolostone, limestone, and shale. Dolostone, light- to dark-gray to dark-bluish-gray, aphanic to coarse-grained, thin- to massive-bedded,""butcher-block"" weathering; with sparse interbeds of argillaceous limestone, and minor dark-gray chert. Limestone, argillaceous, ribbon-banded in part, light- to medium-gray,very-fine-grained, thick-bedded. Shale, greenish-gray, laminated to thin-bedded. The Honaker Formation is predominantly dolostone with subordinate limestone. The dolostone becomes more dominant in the northeastern part of outcrop belt (Evans and Troensegaard, 1991). Shale is locally present as a 20- to 60-feet-thick unit in the middle of the formation and as thin interbeds with the dolostone and limestone throughoutthe area. The Honaker Formation ranges from about 1000 to 1100 feet in thickness. It is laterally equivalent to the lower Elbrook to the east.",VA003,shale,dolostone (dolomite),chert,VA001VA002 VA003
VA,[nmrr,CAnmrr,CAnmrr;0,VACAnmrr;0,0,,"Nolichucky and Maryville Formations, Rogersville Shale, and Rutledge Formation",Cambrian,"Nolichucky and Maryville Formations, Rogersville Shale, and Rutledge Formation - Calcareous shale, limestone, and dolomite.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Nolichucky and Maryville Formations, Rogersville Shale, and Rutledge Formation.Nolichucky Formation (Campbell, 1894). Shale, siltstone, and limestone. Shale, locally calcareous, light-olive-gray and bluish-gray, fissile, with minor sandstone and dolomite. Siltstone, locally calcareous, yellowish-brown and grayish-orange, thin-bedded. Limestone, argillaceous to glauconitic, medium light-gray to dark-gray and bluish-gray, fine- to coarse-grained; contains oolitic- and flat-pebble conglomerate beds, locallystromatolitic. Shale and siltstone make up 20 to 50 percent of the formation (Derby, 1965). A limestone unit up to 165 feet in thickness is present approximately 100 feet above the base of the Nolichucky in northern Russell County (Miller andMeissner, 1977). The Nolichucky Shale ranges from 440 to 690 feet in thickness in Southwest Virginia but pinches out to the northeast in Giles County.Maryville Formation (Keith, 1895). Limestone, locally dolomitic, silty, medium- to dark-gray and bluish-gray, locally ribbon-banded, generally thick-bedded; with thin shaleinterbeds and sparse dolostone beds. May be as much as 60 percent oolitic limestone in some areas (Harris and Miller, 1958). The Maryville ranges from 500 to 700 feet in thickness. Rogersville Shale (Campbell, 1894). Shale, silty in part, dark-bluish-gray and dark-greenish-gray, fissile, with minor siltstone, limestone, dolostone, and sandstone. The Rogersville Shale ranges from 60 to 110 feet in thickness. Rutledge Formation (Campbell, 1894). Limestone and dolostone. Limestone, locally dolomitic, silty partings, medium-dark-gray to bluish-gray, thick-bedded, mottled, ribbon- banded, with minor chert. Dolostone, light-olive-gray and dark-gray, fine- to medium-grained, present in the upper part of the formation in eastern Scott County. The formation forms prominent bluffs on the south-side of Clinch River and Copper Creek in Scott and Russell counties. The Rutledge ranges from 215 to 375 feet in thickness.The Maryville Formation, Rogersville Shale, and Rutledge Formation grade from predominantly limestone with subordinate dolostone and shale in southeastern Lee County and southwestern Scott County to limestone with a middle dolostone and thin shale near the Scott County-Russell County line. Northeast of this area the laterally equivalent rocks are predominantly dolostone with subordinate lime stone at thetop and bottom and are called the Honaker Formation (Evans and Troensegaard, 1991).",VA003,shale,limestone,dolostone (dolomite); siltstone; sandstone,VA001VA002 VA003
VA,[p,CAp,CAp;0,VACAp;0,0,,Purcell Branch Formation,Cambrian,Purcell Branch Formation - Metadiamictite.,,"Western Piedmont, Northern.From expanded explanation (ref. VA002):Purcell Branch Formation (Pavlides, 1989; 1990). Metadiamictite, characterized by a dark-gray, micaceous quartzofeldspathic matrix with a pervasive, anastomosingfoliation. Mineralogy: quartz + plagioclase + muscovite + biotite (commonly retrograded to chlorite) + epidote + magnetite. Lumps of milky quartz, sparsely distributed, have undergone tectonic flattening and recrystallization; phyllitic rock chips are sparse. Exotic blocks on the order of several meters to several hundreds of meters in length include felsite, greenstone and greenschist, mafic rocks, and amphibolite; these are interpreted as derived from the Chopawamsic Formation (Pavlides, 1989).",VA003,metasedimentary rock,meta-conglomerate,,VA001VA002 VA003
VA,[r,CAr,CAr;0,VACAr;0,0,,Rome Formation,Cambrian,"Rome Formation - Dusky-red and green shale and siltstone, dolomite, and limestone.",,"Includes Pumpkin Valley Shale where present; Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Pumpkin Valley Shale and Rome Formation.Pumpkin Valley Shale (Bridge, 1945). Shale, light-greenish-gray to dark-greenish-gray, grayish-brown, and maroon; a few beds of similar colored siltstone; sparse beds of limestone and dolostone. The Pumpkin Valley Shale conformably overlies the Rome Formation. The formation is approximately 350 feet thick. Harris (1964) identified the Pumpkin Valley Shale of Southwest Virginia as a formation within the ConasaugaGroup; however, because of similar lithologies it is often indistinguishable from the Rome Formation and the two formations commonly are mapped together. Rome Formation (Hayes, 1891). Siltstone, shale, sandstone, dolostone, and limestone. Siltstone and shale, greenish-gray and grayish-red, laminated to thin-bedded. Sandstone, micaceous, locally glauconitic, greenish-gray and reddish-gray, very-fine- to medium-grained, thin-bedded. Dolostone, light- to dark-gray, aphanic to medium-grained,thin-to massive-bedded, with ripple marks and mudcracks. Lime stone, argillaceous, very-light-gray to dark-gray, thin- to medium- bedded. Carbonate rocks range from sparse 1- to 2- feet-thick beds in western Scott County to discontinuous units as much as 50 feet thick which comprise 30 to 40 percent of the formation in western Russell and Washington counties (Evans and Troensegaard, 1991; Bartlett and Webb, 1971). Maximum recorded thickness is 1500 feet in the Clinchport area (Brent, 1963); although this may have included the Pumpkin Valley Shale. A complete thickness has not been determined because the lowermost part of the Rome Formation is normally absent due to faulting.",VA003,shale,siltstone,sandstone; dolostone (dolomite); limestone,VA001VA002 VA003
VA,[ra,CAra,CAra;0,VACAra;0,0,,Rich Acres Formation,Cambrian,"Rich Acres Formation - Norite, metagabbro, and diorite.",,"Western Piedmont, Southwest and Central.From expanded explanation (ref. VA002):Rich Acres Formation (Conley and Henika, 1973; Conley, 1985). Dikes, sills, and irregularly-shaped plutons of dark-greenish-gray, medium-grained, locally porphryitic,biotite-hornblende gabbro. Mineralogy: plagioclase + clinopyroxene + orthopyroxene+ hornblende + biotite + magnetite + quartz + rutile + apatite + zircon + epidote + calcite + pyrite + titanite; plagioclase is altered to epidote; pyroxenes are altered to uralite. Outer parts of some plutons are injected with thin veins composed of hornblende + plagioclase, and hornblende + pyroxene + plagiocase, and with quartz-microcline-oligoclase pegmatite. The unit includes small, irregularly-shaped plutons of porphyritic norite composed of 1- to 4-cm orthopyroxene and clinopyroxene and 1-cm plagioclase laths in ophitic texture, hornblende, biotite, and olivine. The Rich Acres is part of the Martinsville igneous complex of Ragland (1974).",VA003,norite,gabbro,diorite,VA001VA002 VA003
