OBJECTID,FTR_CODE,VDOT,SPEEDLIMIT,PRE_DIR,PRE_TYPE,ST_NAME,ST_TYPE,SUF_DIR,LADD_FR,LADD_TO,RADD_FR,RADD_TO,FULLNAME,LBLOCK,HBLOCK,ONEWAY,CLASS,BLOCK,ADDTYP,ROW,SHAPElen
17162,Navigable Streets,Local Streets- Public,25, , ,GLENEAGLES,ROAD, ,7615,7635,0,0,GLENEAGLES ROAD,7600,7600,bidirectional,Minor,7600,0,residential,147.275454
17164,Navigable Streets,Local Streets- Public,25, , ,FORT TAR,LANE, ,1001,1099,1000,1098,FORT TAR LANE,1000,1000,bidirectional,Minor,1000,0,residential,426.055865
17165,Navigable Streets,Local Streets- Public,25, , ,FAYTON,AVENUE, ,100,198,101,199,FAYTON AVENUE,100,100,bidirectional,Minor,100,0,residential,905.445195
17179,Navigable Streets,Local Streets- Public,25, , ,MOSELEY,LANE, ,801,899,800,898,MOSELEY LANE,800,800,bidirectional,Minor,800,0,arterial/collector,260.151956
17180,Navigable Streets,Collectors,25, , ,MOWBRAY,ARCH, ,0,0,0,0,MOWBRAY ARCH,300,300,bidirectional,Minor,300,0,arterial/collector,218.05031
17181,Navigable Streets,Local Streets- Public,25,E, ,29TH,STREET, ,700,724,701,725,E 29TH STREET,700,700,bidirectional,Minor,700,0,residential,355.757634
17204,Navigable Streets,Local Streets- Public,25, , ,MYRTLE,PARK, ,6101,6199,6100,6198,MYRTLE PARK,6100,6100,bidirectional,Minor,6100,0,residential,457.9115
17206,Navigable Streets,Local Streets- Public,25, , ,COTTAGE,PLACE, ,1116,1124,0,0,COTTAGE PLACE,1100,1100,bidirectional,Minor,1100,0,residential,213.362574
17207,Navigable Streets,Principal Arterials,30,E, ,OCEAN VIEW,AVENUE, ,0,0,0,0,E OCEAN VIEW AVENUE,1100,1100,bidirectional,Major,1100,0,arterial/collector,218.237757
17216,Navigable Streets,Local Streets- Public,25, , ,ROGERS,AVENUE, ,100,100,105,105,ROGERS AVENUE,100,100,bidirectional,Minor,100,0,residential,192.25396
17217,Navigable Streets,Local Streets- Public,25, , ,ROGERS,AVENUE, ,104,142,109,147,ROGERS AVENUE,100,100,bidirectional,Minor,100,0,residential,543.814113
17225,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,844.120746
17226,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1104.350268
17245,Navigable Streets,Local Streets- Public,25, , ,PELHAM,STREET, ,1301,1301,0,0,PELHAM STREET,1300,1300,bidirectional,Minor,1300,0,residential,36.100702
17246,Navigable Streets,Local Streets- Public,25, , ,PAUL,STREET, ,1301,1399,1300,1398,PAUL STREET,1300,1300,bidirectional,Minor,1300,0,residential,593.827373
17247,Navigable Streets,Local Streets- Public,25, , ,PARK,AVENUE, ,401,499,400,498,PARK AVENUE,400,400,bidirectional,Minor,400,0,arterial/collector,353.197868
17248,Navigable Streets,Local Streets- Public,25,W, ,27TH,STREET, ,1201,1237,1200,1238,W 27TH STREET,1200,1200,bidirectional,Minor,1200,0,residential,672.93601
17273,Navigable Streets,Local Streets- Public,25, , ,CORE,AVENUE, ,1401,1499,0,0,CORE AVENUE,1400,1400,bidirectional,Minor,1400,0,residential,251.990349
17274,Navigable Streets,Local Streets- Public,25, , ,DEBREE,AVENUE, ,1501,1599,0,0,DEBREE AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,274.458029
17275,Navigable Streets,Local Streets- Public,25, , ,DEBREE,AVENUE, ,1601,1699,0,0,DEBREE AVENUE,1600,1600,bidirectional,Minor,1600,0,residential,263.80855
17291,Navigable Streets,Local Streets- Public,25, , ,BOISSEVAIN,AVENUE, ,1301,1399,1300,1398,BOISSEVAIN AVENUE,1300,1300,bidirectional,Minor,1300,0,arterial/collector,217.598381
17292,Navigable Streets,Local Streets- Public,25, , ,BLOW,STREET, ,0,0,0,0,BLOW STREET,1000,1000,bidirectional,Minor,1000,0,residential,284.121477
18181,Navigable Streets,Local Streets- Public,25, , ,43RD,STREET, ,0,0,0,0,43RD STREET,1600,1600,divided oneway,Minor,1600,0,residential,271.107544
17294,Navigable Streets,Local Streets- Public,25, , ,BLOW,STREET, ,1101,1199,0,0,BLOW STREET,1100,1100,bidirectional,Minor,1100,0,residential,257.707098
17299,Navigable Streets,Local Streets- Public,25, , ,ARMISTEAD,AVENUE, ,0,0,0,0,ARMISTEAD AVENUE,1900,1900,bidirectional,Minor,1900,0,residential,279.36465
18183,Navigable Streets,Local Streets- Public,25, , ,21ST BAY,STREET, ,9701,9799,9700,9798,21ST BAY STREET,9700,9700,bidirectional,Minor,9700,0,residential,193.772705
17303,Navigable Streets,Local Streets- Public,25, , ,ARMISTEAD,AVENUE, ,1601,1699,1600,1630,ARMISTEAD AVENUE,1600,1600,bidirectional,Minor,1600,0,residential,283.733816
18182,Navigable Streets,Local Streets- Public,25, , ,43RD,STREET, ,0,0,0,0,43RD STREET,1600,1600,divided oneway,Minor,1600,0,residential,267.107854
17304,Navigable Streets,Local Streets- Public,25, , ,ARMISTEAD,AVENUE, ,0,0,0,0,ARMISTEAD AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,276.565038
18180,Navigable Streets,Local Streets- Public,25, , ,43RD,STREET, ,1601,1699,1600,1698,43RD STREET,1600,1600,bidirectional,Minor,1600,0,residential,472.055581
17331,Navy Streets,Base Roads,25, , ,NORMANDY,LANDING, ,0,0,0,0,NORMANDY LANDING,1700,1700,bidirectional,Naval Base,1700,0,not permitted,88.00305
18194,Navigable Streets,Local Streets- Public,25, , ,REDWOOD,CIRCLE, ,0,0,0,0,REDWOOD CIRCLE,8200,8200,bidirectional,Minor,8200,0,residential,57.364065
17345,Navigable Streets,Principal Arterials,30,E, ,OCEAN VIEW,AVENUE, ,1500,1598,1501,1599,E OCEAN VIEW AVENUE,1500,1500,bidirectional,Major,1500,0,arterial/collector,560.820234
18193,Navigable Streets,Local Streets- Public,25, , ,REDWOOD,CIRCLE, ,8255,8299,0,0,REDWOOD CIRCLE,8200,8200,bidirectional,Minor,8200,0,residential,341.484556
17346,Navigable Streets,Principal Arterials,30,E, ,OCEAN VIEW,AVENUE, ,1400,1498,1401,1499,E OCEAN VIEW AVENUE,1400,1400,bidirectional,Major,1400,0,arterial/collector,724.598108
18524,Navigable Streets,Local Streets- Public,25, , ,HUGO,STREET, ,1144,1198,1145,1199,HUGO STREET,1100,1100,bidirectional,Minor,1100,0,residential,210.077617
17347,Navigable Streets,Local Streets- Public,25, , ,KINGSTON,AVENUE, ,1400,1498,1401,1499,KINGSTON AVENUE,1400,1400,bidirectional,Minor,1400,0,residential,730.874225
18525,Navigable Streets,Minor Arterials,40, , ,CHESAPEAKE,BOULEVARD, ,0,0,6119,6119,CHESAPEAKE BOULEVARD,6100,6100,divided oneway,Major,6100,0,arterial/collector,204.265934
17365,Navigable Streets,Local Streets- Public,35, , ,TIDEWATER,DRIVE, ,0,0,1401,1401,TIDEWATER DRIVE,1400,1400,divided oneway,Minor,1400,0,arterial/collector,451.670251
18191,Navigable Streets,Local Streets- Public,25, , ,BOXWOOD,CIRCLE, ,1324,1324,1321,1329,BOXWOOD CIRCLE,1300,1300,bidirectional,Minor,1300,0,residential,227.684146
17367,Navigable Streets,Local Streets- Public,35, , ,TIDEWATER,DRIVE, ,0,0,1351,1301,TIDEWATER DRIVE,1300,1300,divided oneway,Minor,1300,0,arterial/collector,693.935986
18062,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,501,599,0,0,N MILITARY HIGHWAY,500,500,divided oneway,Major,500,0,arterial/collector,517.296875
17368,Navigable Streets,Principal Arterials,35, , ,TIDEWATER,DRIVE, ,0,0,3520,3530,TIDEWATER DRIVE,3500,3500,bidirectional,Major,3500,0,arterial/collector,169.317011
18063,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,801,899,N MILITARY HIGHWAY,800,800,divided oneway,Major,800,0,arterial/collector,253.279715
17380,Navigable Streets,Local Streets- Public,25, , ,TOLER,PLACE, ,0,0,0,0,TOLER PLACE,1100,1100,bidirectional,Minor,1100,0,residential,35.264385
18064,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,701,799,N MILITARY HIGHWAY,700,700,divided oneway,Major,700,0,arterial/collector,252.431401
17381,Navigable Streets,Local Streets- Public,25, , ,15TH VIEW,STREET, ,0,0,9720,9790,15TH VIEW STREET,9700,9700,bidirectional,Minor,9700,0,residential,259.148285
18065,Navigable Streets,Collectors,25, , ,BOLLING,AVENUE, ,901,999,900,998,BOLLING AVENUE,900,900,bidirectional,Minor,900,0,arterial/collector,675.005166
17382,Navigable Streets,Local Streets- Public,25, , ,CHELA,AVENUE, ,1500,1598,1501,1599,CHELA AVENUE,1500,1500,bidirectional,Minor,1500,0,residential,937.836634
18066,Navigable Streets,Collectors,25, , ,BOLLING,AVENUE, ,1001,1099,1000,1098,BOLLING AVENUE,1000,1000,bidirectional,Minor,1000,0,arterial/collector,467.806131
17417,Navy Streets,Base Roads,25, , ,DIVEN,STREET, ,7852,7878,7853,7879,DIVEN STREET,7800,7800,bidirectional,Naval Base,7800,0,not permitted,683.792778
18075,Navigable Streets,Local Streets- Public,25, , ,FLOWERFIELD,ROAD, ,4000,4098,4001,4099,FLOWERFIELD ROAD,4000,4000,bidirectional,Minor,4000,0,residential,1121.704733
17535,Navigable Streets,Local Streets- Public,25, , ,JASON,AVENUE, ,2601,2699,2600,2698,JASON AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,250.168621
18076,Navigable Streets,Local Streets- Public,25, , ,FLOWERFIELD,ROAD, ,4200,4298,4201,4299,FLOWERFIELD ROAD,4200,4200,bidirectional,Minor,4200,0,residential,588.337229
17533,Navigable Streets,Local Streets- Public,25, , ,WEBSTER,AVENUE, ,0,0,1801,1899,WEBSTER AVENUE,1800,1800,bidirectional,Minor,1800,0,residential,395.515286
18077,Navigable Streets,Local Streets- Public,25, , ,MAURY,ARCH, ,0,0,7490,7498,MAURY ARCH,7400,7400,bidirectional,Minor,7400,0,residential,173.460719
17536,Navigable Streets,Local Streets- Public,25,,,JASON,AVENUE,,1700,1798,1701,1799,JASON AVENUE,1700,1700,bidirectional,Minor,1700,0,residential,212.477107
18078,Navigable Streets,Local Streets- Public,25, , ,MAURY,ARCH, ,7601,7699,7600,7698,MAURY ARCH,7600,7600,bidirectional,Minor,7600,0,residential,353.417987
17549,Navigable Streets,Local Streets- Public,25, , ,FARRELL,STREET, ,701,799,700,798,FARRELL STREET,700,700,signed oneway,Minor,700,0,residential,552.551902
18079,Navigable Streets,Collectors,25, , ,KIMBALL,TERRACE, ,2970,2998,2961,2999,KIMBALL TERRACE,2900,2900,bidirectional,Minor,2900,0,arterial/collector,202.41714
17550,Navigable Streets,Local Streets- Public,25, , ,FARRELL,STREET, ,601,699,600,698,FARRELL STREET,600,600,signed oneway,Minor,600,0,residential,422.986837
18087,Navigable Streets,Local Streets- Public,25, , ,GLENEAGLES,ROAD, ,7427,7499,7412,7498,GLENEAGLES ROAD,7400,7400,bidirectional,Minor,7400,0,residential,775.299649
17551,Navigable Streets,Local Streets- Public,25, , ,WILLOW,TERRACE, ,9433,9499,9432,9498,WILLOW TERRACE,9400,9400,bidirectional,Minor,9400,0,residential,232.53312
17552,Navigable Streets,Local Streets- Public,25, , ,WILLOW,TERRACE, ,9501,9505,9500,9518,WILLOW TERRACE,9500,9500,bidirectional,Minor,9500,0,residential,173.25609
18088,Navigable Streets,Local Streets- Public,25, , ,GLENEAGLES,ROAD, ,7601,7615,7600,7606,GLENEAGLES ROAD,7600,7600,bidirectional,Minor,7600,0,residential,318.978633
17553,Navigable Streets,Local Streets- Public,25, , ,EUWANEE,PLACE, ,602,698,603,699,EUWANEE PLACE,600,600,bidirectional,Minor,600,0,residential,425.858225
18124,Navigable Streets,Local Streets- Public,25, , ,GREGORY,DRIVE, ,7001,7017,7000,7012,GREGORY DRIVE,7000,7000,bidirectional,Minor,7000,0,residential,424.5074
17554,Navigable Streets,Local Streets- Public,25, , ,EUWANEE,PLACE, ,700,718,701,723,EUWANEE PLACE,700,700,bidirectional,Minor,700,0,residential,550.778894
18125,Navigable Streets,Local Streets- Public,25, , ,GREGORY,DRIVE, ,7019,7033,7014,7036,GREGORY DRIVE,7000,7000,bidirectional,Minor,7000,0,residential,302.031393
17555,Navigable Streets,Local Streets- Public,25, , ,FARRELL,STREET, ,501,599,500,598,FARRELL STREET,500,500,signed oneway,Minor,500,0,residential,562.56242
18118,Navigable Streets,Local Streets- Public,25,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,0,0,E VIRGINIA BEACH BOULEVARD,1300,1300,bidirectional,Minor,1300,0,arterial/collector,259.061165
17556,Navigable Streets,Local Streets- Public,25, , ,FARRELL,STREET, ,401,499,400,498,FARRELL STREET,400,400,signed oneway,Minor,400,0,residential,565.937876
18119,Navigable Streets,Local Streets- Public,25,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,0,0,E VIRGINIA BEACH BOULEVARD,1500,1500,bidirectional,Major,1500,0,arterial/collector,342.88128
17557,Navigable Streets,Local Streets- Public,25, , ,PARKVIEW,AVENUE, ,1600,1632,1601,1631,PARKVIEW AVENUE,1600,1600,bidirectional,Minor,1600,0,residential,479.54718
18120,Navigable Streets,Local Streets- Public,25,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,0,0,E VIRGINIA BEACH BOULEVARD,1400,1400,bidirectional,Minor,1400,0,arterial/collector,360.671733
17558,Navigable Streets,Local Streets- Public,25, , ,PARKVIEW,AVENUE, ,1700,1750,1701,1751,PARKVIEW AVENUE,1700,1700,bidirectional,Minor,1700,0,residential,527.966775
18522,Navigable Streets,Principal Arterials,25, , ,BOUSH,STREET, ,0,0,300,310,BOUSH STREET,300,300,divided oneway,Major,300,0,arterial/collector,161.289224
17544,Navigable Streets,Local Streets- Public,25,,,BLAND,STREET,,1000,1036,1001,1037,BLAND STREET,1000,1000,bidirectional,Minor,1000,0,residential,268.36289
18523,Navigable Streets,Principal Arterials,25, , ,BOUSH,STREET, ,0,0,312,398,BOUSH STREET,300,300,divided oneway,Major,300,0,arterial/collector,348.443281
17545,Navigable Streets,Local Streets- Public,25, , ,WILLOW,COURT, ,9433,9499,9440,9498,WILLOW COURT,9400,9400,bidirectional,Minor,9400,0,residential,153.35945
18083,Navigable Streets,Collectors,25, , ,KIMBALL,TERRACE, ,3200,3298,3201,3299,KIMBALL TERRACE,3200,3200,bidirectional,Minor,3200,0,arterial/collector,394.707922
17546,Navigable Streets,Local Streets- Public,25, , ,WILLOW,COURT, ,9501,9599,9500,9598,WILLOW COURT,9500,9500,bidirectional,Minor,9500,0,residential,236.832483
18084,Navigable Streets,Collectors,25, , ,KIMBALL,TERRACE, ,3300,3350,3301,3355,KIMBALL TERRACE,3300,3300,bidirectional,Minor,3300,0,arterial/collector,294.858253
17571,Navigable Streets,Local Streets- Public,25, , ,WILLOW,TERRACE, ,8611,8699,8612,8636,WILLOW TERRACE,8600,8600,bidirectional,Minor,8600,0,residential,560.155535
18085,Navigable Streets,Local Streets- Public,25, , ,GOFF,STREET, ,800,898,801,899,GOFF STREET,800,800,bidirectional,Minor,800,0,residential,534.480551
17572,Navigable Streets,Local Streets- Public,25, , ,WILLOW,TERRACE, ,9301,9315,9300,9312,WILLOW TERRACE,9300,9300,bidirectional,Minor,9300,0,residential,260.551058
18086,Navigable Streets,Local Streets- Public,25, , ,GOFF,STREET, ,900,960,901,961,GOFF STREET,900,900,bidirectional,Minor,900,0,residential,390.40777
17573,Navigable Streets,Collectors,25, , ,STURGIS,STREET, ,8617,8651,8608,8642,STURGIS STREET,8600,8600,bidirectional,Minor,8600,0,arterial/collector,669.62826
18001,Navigable Streets,Local Streets- Public,25, , ,LENS,AVENUE, ,2601,2699,2600,2698,LENS AVENUE,2600,2600,bidirectional,Minor,2600,0,residential,597.006289
17565,Navigable Streets,Local Streets- Public,25, , ,BAY OAKS,PLACE, ,2306,2330,2301,2331,BAY OAKS PLACE,2300,2300,bidirectional,Minor,2300,0,residential,340.661383
18002,Navigable Streets,Local Streets- Public,25, , ,PALMETTO,STREET, ,2300,2398,2301,2399,PALMETTO STREET,2300,2300,bidirectional,Minor,2300,0,residential,381.541905
17566,Navigable Streets,Local Streets- Public,25, , ,BAY OAKS,PLACE, ,2400,2450,2401,2429,BAY OAKS PLACE,2400,2400,bidirectional,Minor,2400,0,residential,173.353573
18056,Navigable Streets,Collectors,35, , ,POPLAR HALL,DRIVE, ,0,0,5801,5867,POPLAR HALL DRIVE,5800,5800,bidirectional,Minor,5800,0,arterial/collector,873.849791
17567,Navigable Streets,Local Streets- Public,25, , ,GROVE,AVENUE, ,9401,9499,9406,9418,GROVE AVENUE,9400,9400,bidirectional,Minor,9400,0,residential,319.355579
18057,Navigable Streets,Principal Arterials,35,E, ,OCEAN VIEW,AVENUE, ,0,0,4001,4019,E OCEAN VIEW AVENUE,4000,4000,divided oneway,Major,4000,0,arterial/collector,116.142779
17574,Navigable Streets,Collectors,25, , ,STURGIS,STREET, ,9301,9313,9302,9612,STURGIS STREET,9300,9300,bidirectional,Minor,9300,0,arterial/collector,170.746999
18058,Navigable Streets,Principal Arterials,35,E, ,OCEAN VIEW,AVENUE, ,0 ,0,3998,3900,E OCEAN VIEW AVENUE,3900,3900,divided oneway,Major,3900,0,arterial/collector,334.560166
17575,Navigable Streets,Local Streets- Public,25, , ,CREAMER,ROAD, ,600,698,601,699,CREAMER ROAD,600,600,bidirectional,Minor,600,0,residential,419.316164
18059,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,500,598,N MILITARY HIGHWAY,500,500,divided oneway,Major,500,0,arterial/collector,555.708796
17576,Navigable Streets,Local Streets- Public,25, , ,CREAMER,ROAD, ,700,750,701,751,CREAMER ROAD,700,700,bidirectional,Minor,700,0,residential,522.848666
18060,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,700,798,N MILITARY HIGHWAY,700,700,divided oneway,Major,700,0,arterial/collector,205.541873
17582,Navigable Streets,Local Streets- Public,25, , ,LYNN RIVER,ROAD, ,8501,8521,8500,8520,LYNN RIVER ROAD,8500,8500,bidirectional,Minor,8500,0,residential,239.438906
18091,Navigable Streets,Local Streets- Public,25, , ,CLIFTON,STREET, ,400,498,401,499,CLIFTON STREET,400,400,bidirectional,Minor,400,0,residential,756.517308
17583,Navigable Streets,Local Streets- Public,25, , ,SUNSET,DRIVE, ,1402,1450,1401,1499,SUNSET DRIVE,1400,1400,bidirectional,Minor,1400,0,residential,671.007487
18092,Navigable Streets,Local Streets- Public,25, , ,CLIFTON,STREET, ,500,510,501,509,CLIFTON STREET,500,500,bidirectional,Minor,500,0,residential,40.839086
17586,Navigable Streets,Local Streets- Public,25, , ,GLEN MYRTLE,AVENUE, ,8601,8651,8600,8650,GLEN MYRTLE AVENUE,8600,8600,bidirectional,Minor,8600,0,residential,176.410972
18094,Navigable Streets,Collectors,25, , ,SOUTH MAIN,STREET, ,1500,1598,1501,1601,SOUTH MAIN STREET,1500,1500,bidirectional,Minor,1500,0,arterial/collector,537.23309
17587,Navigable Streets,Local Streets- Public,25, , ,DOLPHIN,RUN, ,9601,9699,9600,9698,DOLPHIN RUN,9600,9600,bidirectional,Minor,9600,0,residential,757.272249
18095,Navigable Streets,Collectors,25, , ,SOUTH MAIN,STREET, ,1326,1398,0,0,SOUTH MAIN STREET,1300,1300,bidirectional,Minor,1300,0,arterial/collector,228.915974
17593,Navigable Streets,Principal Arterials,35, , ,HAMPTON,BOULEVARD, ,0,0,8999,8901,HAMPTON BOULEVARD,8900,8900,divided oneway,Major,8900,0,arterial/collector,342.962032
18096,Navigable Streets,Collectors,25, , ,SOUTH MAIN,STREET, ,1400,1498,1401,1499,SOUTH MAIN STREET,1400,1400,bidirectional,Minor,1400,0,arterial/collector,440.689466
17594,Navigable Streets,Principal Arterials,35, , ,HAMPTON,BOULEVARD, ,0,0,8851,8801,HAMPTON BOULEVARD,8700,8700,divided oneway,Major,8700,0,arterial/collector,367.300441
18101,Navigable Streets,Local Streets- Public,25,E, ,VIRGINIA BEACH,BOULEVARD, ,3500,3550,0,0,E VIRGINIA BEACH BOULEVARD,3500,3500,bidirectional,Minor,3500,0,arterial/collector,266.495479
17614,Navigable Streets,Local Streets- Public,25, , ,THOMPSON,ROAD, ,8001,8029,8000,8030,THOMPSON ROAD,8000,8000,bidirectional,Minor,8000,0,residential,217.358035
18102,Navigable Streets,Local Streets- Public,25,E, ,VIRGINIA BEACH,BOULEVARD, ,3474,3498,0,0,E VIRGINIA BEACH BOULEVARD,3400,3400,bidirectional,Minor,3400,0,arterial/collector,279.336732
17616,Navigable Streets,Local Streets- Public,25, , ,DAVID,AVENUE, ,2832,2898,2825,2899,DAVID AVENUE,2800,2800,bidirectional,Minor,2800,0,residential,237.935121
18103,Navigable Streets,Principal Arterials,45,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,5800,5828,E VIRGINIA BEACH BOULEVARD,5800,5800,divided oneway,Major,5800,0,arterial/collector,211.453838
17615,Navigable Streets,Local Streets- Public,25, , ,DAVID,AVENUE, ,2900,2998,2901,2999,DAVID AVENUE,2900,2900,bidirectional,Minor,2900,0,residential,389.354281
18104,Navigable Streets,Principal Arterials,45,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,5700,5798,E VIRGINIA BEACH BOULEVARD,5700,5700,divided oneway,Major,5700,0,arterial/collector,618.644111
18067,Navigable Streets,Local Streets- Public,25, , ,LUCAS,AVENUE, ,501,599,500,598,LUCAS AVENUE,500,500,bidirectional,Minor,500,0,residential,456.392926
17597,Navigable Streets,Local Streets- Public,25, , ,MAYFIELD,AVENUE, ,700,798,701,799,MAYFIELD AVENUE,700,700,bidirectional,Minor,700,0,residential,1197.994295
18068,Navigable Streets,Local Streets- Public,25, , ,LUCAS,AVENUE, ,601,699,600,698,LUCAS AVENUE,600,600,bidirectional,Minor,600,0,residential,197.885558
17598,Navigable Streets,Local Streets- Public,25, , ,MAYFIELD,AVENUE, ,800,898,801,899,MAYFIELD AVENUE,800,800,bidirectional,Minor,800,0,residential,887.515664
18069,Navigable Streets,Collectors,25, , ,NEWPORT,AVENUE, ,6401,6449,6400,6450,NEWPORT AVENUE,6400,6400,bidirectional,Minor,6400,0,arterial/collector,609.012694
17599,Navigable Streets,Local Streets- Public,25, , ,NOBLE,STREET, ,1200,1298,1201,1299,NOBLE STREET,1200,1200,bidirectional,Minor,1200,0,residential,432.062116
18107,Navigable Streets,Principal Arterials,45,E, ,VIRGINIA BEACH,BOULEVARD, ,6000,6040,0,0,E VIRGINIA BEACH BOULEVARD,6000,6000,divided oneway,Major,6000,0,arterial/collector,546.576539
17600,Navigable Streets,Local Streets- Public,25, , ,NOBLE,STREET, ,1300,1398,1301,1399,NOBLE STREET,1300,1300,bidirectional,Minor,1300,0,residential,614.005456
18108,Navigable Streets,Principal Arterials,45,E, ,VIRGINIA BEACH,BOULEVARD, ,5950,5998,0,0,E VIRGINIA BEACH BOULEVARD,5900,5900,divided oneway,Major,5900,0,arterial/collector,262.658375
